Date,Municipal,Cases
april-23-2020,harding township,22
april-23-2020,jefferson township,150
april-23-2020,kinnelon,49
april-23-2020,lincoln park,226
april-23-2020,long hill township,37
april-23-2020,madison,86
april-23-2020,mendham township,33
april-23-2020,mine hill township,39
april-23-2020,montville,166
april-23-2020,morris plains,47
april-23-2020,morris township,206
april-23-2020,morristown,335
april-23-2020,mount arlington,37
april-23-2020,mount olive township,194
april-23-2020,mountain lakes,17
april-23-2020,netcong,23
april-23-2020,parsippany-troy hills,519
april-23-2020,pequannock township,135
april-23-2020,randolph,220
april-23-2020,riverdale,26
april-23-2020,rockaway,73
april-23-2020,rockaway township,186
april-23-2020,roxbury township,162
april-23-2020,victory gardens,23
april-23-2020,wharton,111
april-23-2020,barnegat township,164
april-23-2020,barnegat light,2
april-23-2020,bay head,7
april-23-2020,beach haven,5
april-23-2020,beachwood,69
april-23-2020,berkeley township,381
april-23-2020,brick township,677
april-23-2020,eagleswood township,4
april-23-2020,island heights,7
april-23-2020,jackson township,453
april-23-2020,lacey township,136
april-23-2020,lakehurst,19
april-23-2020,lakewood township,1387
april-23-2020,lavallette,7
april-23-2020,little egg harbor township,80
april-23-2020,long beach township,18
april-23-2020,manchester township,352
april-23-2020,ocean gate,8
april-23-2020,pine beach,8
april-23-2020,plumsted township,35
april-23-2020,point pleasant beach,30
april-23-2020,point pleasant,118
april-23-2020,seaside heights,20
april-23-2020,seaside park,3
april-23-2020,ship bottom,6
april-23-2020,stafford township,161
april-23-2020,south toms river,55
april-23-2020,surf city,4
april-23-2020,toms river,901
april-23-2020,tuckerton,10
april-23-2020,bloomingdale,134
april-23-2020,clifton,1696
april-23-2020,haledon,173
april-23-2020,hawthorne,304
april-23-2020,little falls,109
april-23-2020,north haledon,116
april-23-2020,passaic,1621
april-23-2020,paterson,3548
april-23-2020,pompton lakes,156
april-23-2020,prospect park,185
april-23-2020,ringwood,81
april-23-2020,totowa,194
april-23-2020,wanaque,213
april-23-2020,wayne,701
april-23-2020,west milford,221
april-23-2020,woodland park,217
april-23-2020,alloway township,3
april-23-2020,carneys point township,26
april-23-2020,elmer,3
april-23-2020,lower alloways creek township,2
april-23-2020,oldmans township,3
april-23-2020,quinton township,1
april-23-2020,penns grove,36
april-23-2020,pennsville township,16
april-23-2020,pittsgrove township,9
april-23-2020,pilesgrove township,7
april-23-2020,salem,9
april-23-2020,upper pittsgrove township,2
april-23-2020,woodstown,19
april-23-2020,bedminster,29
april-23-2020,bernards township,160
april-23-2020,bernardsville,43
april-23-2020,bound brook,150
april-23-2020,branchburg,54
april-23-2020,bridgewater township,279
april-23-2020,far hills,2
april-23-2020,green brook township,86
april-23-2020,hillsborough township,163
april-23-2020,manville,834
april-23-2020,montgomery,62
april-23-2020,north plainfield,199
april-23-2020,peapack and gladstone,27
april-23-2020,raritan,56
april-23-2020,rocky hill,5
april-23-2020,somerville,75
april-23-2020,south bound brook,41
april-23-2020,warren township,88
april-23-2020,watchung,64
april-23-2020,andover,2
april-23-2020,andover township,151
april-23-2020,branchville,5
april-23-2020,byram township,31
april-23-2020,frankford township,37
april-23-2020,fredon township,11
april-23-2020,green township,8
april-23-2020,hamburg,18
april-23-2020,hardyston township,36
april-23-2020,hopatcong,77
april-23-2020,lafayette township,8
april-23-2020,montague township,16
april-23-2020,newton,67
april-23-2020,ogdensburg,12
april-23-2020,sandyston township,4
april-23-2020,sparta township,80
april-23-2020,stanhope,18
april-23-2020,stillwater township,4
april-23-2020,sussex,4
april-23-2020,vernon township,85
april-23-2020,wantage township,34
april-23-2020,berkeley heights,129
april-23-2020,clark,165
april-23-2020,cranford,303
april-23-2020,elizabeth,3352
april-23-2020,fanwood,62
april-23-2020,garwood,32
april-23-2020,kenilworth,61
april-23-2020,hillside,396
april-23-2020,linden,929
april-23-2020,mountainside,41
april-23-2020,new providence,72
april-23-2020,plainfield,1108
april-23-2020,rahway,500
april-23-2020,roselle,441
april-23-2020,roselle park,170
april-23-2020,scotch plains,183
april-23-2020,summit,144
april-23-2020,westfield,181
april-23-2020,allamuchy township,21
april-23-2020,alpha,12
april-23-2020,belvidere,17
april-23-2020,blairstown,13
april-23-2020,frelinghuysen township,32
april-23-2020,hackettstown,58
april-23-2020,hardwick township,4
april-23-2020,harmony township,11
april-23-2020,hope township,15
april-23-2020,independence township,19
april-23-2020,knowlton township,9
april-23-2020,liberty township,14
april-23-2020,lopatcong township,158
april-23-2020,oxford township,5
april-23-2020,phillipsburg,92
april-23-2020,pohatcong township,12
april-23-2020,washington,31
april-23-2020,white township,50
april-24-2020,absecon,19
april-24-2020,atlantic city,64
april-24-2020,brigantine,10
april-24-2020,buena,18
april-24-2020,buena vista township,6
april-24-2020,egg harbor township,105
april-24-2020,estell manor,5
april-24-2020,folsom,6
april-24-2020,galloway township,77
april-24-2020,hamilton township,554
april-24-2020,hammonton,40
april-24-2020,linwood,32
april-24-2020,longport,2
april-24-2020,margate city,7
april-24-2020,mullica township,5
april-24-2020,northfield,14
april-24-2020,port republic,1
april-24-2020,pleasantville,45
april-24-2020,somers point,14
april-24-2020,ventnor city,19
april-24-2020,weymouth township,4
april-24-2020,allendale,51
april-24-2020,alpine,20
april-24-2020,bergenfield,651
april-24-2020,bogota,146
april-24-2020,carlstadt,73
april-24-2020,cliffside park,376
april-24-2020,closter,70
april-24-2020,cresskill,79
april-24-2020,demarest,40
april-24-2020,dumont,254
april-24-2020,east rutherford,111
april-24-2020,edgewater,118
april-24-2020,elmwood park,450
april-24-2020,emerson,147
april-24-2020,englewood,627
april-24-2020,englewood cliffs,44
april-24-2020,fair lawn,498
april-24-2020,fairview,271
april-24-2020,fort lee,354
april-24-2020,franklin lakes,128
april-24-2020,garfield,597
april-24-2020,glen rock,85
april-24-2020,hackensack,1039
april-24-2020,harrington park,28
april-24-2020,hasbrouck heights,146
april-24-2020,haworth,30
april-24-2020,hillsdale,93
april-24-2020,ho-ho-kus,37
april-24-2020,leonia,97
april-24-2020,little ferry,150
april-24-2020,lodi,512
april-24-2020,lyndhurst,307
april-24-2020,mahwah,212
april-24-2020,maywood,160
april-24-2020,midland park,71
april-24-2020,montvale,65
april-24-2020,moonachie,55
april-24-2020,new milford,365
april-24-2020,north arlington,199
april-24-2020,northvale,41
april-24-2020,norwood,59
april-24-2020,oakland,187
april-24-2020,old tappan,52
april-24-2020,oradell,142
april-24-2020,palisades park,181
april-24-2020,paramus,742
april-24-2020,park ridge,114
april-24-2020,ramsey,97
april-24-2020,ridgefield,163
april-24-2020,ridgefield park,196
april-24-2020,ridgewood,241
april-24-2020,river edge,124
april-24-2020,river vale,83
april-24-2020,rochelle park,119
april-24-2020,rockleigh,66
april-24-2020,rutherford,151
april-24-2020,saddle brook,245
april-24-2020,saddle river,56
april-24-2020,south hackensack,44
april-24-2020,teaneck,924
april-24-2020,tenafly,122
april-24-2020,teterboro,5
april-24-2020,upper saddle river,58
april-24-2020,waldwick,104
april-24-2020,wallington,121
april-24-2020,washington township,32
april-24-2020,westwood,160
april-24-2020,woodcliff lake,88
april-24-2020,wood-ridge,110
april-24-2020,wyckoff,243
april-24-2020,beverly,9
april-24-2020,bordentown,16
april-24-2020,bordentown township,47
april-24-2020,burlington,41
april-24-2020,burlington township,179
april-24-2020,chesterfield township,18
april-24-2020,cinnaminson township,34
april-24-2020,delanco township,18
april-24-2020,delran township,46
april-24-2020,eastampton township,32
april-24-2020,edgewater park,45
april-24-2020,evesham township,152
april-24-2020,fieldsboro,1
april-24-2020,florence township,34
april-24-2020,hainesport township,17
april-24-2020,lumberton township,28
april-24-2020,mansfield township,58
april-24-2020,maple shade township,59
april-24-2020,medford,50
april-24-2020,medford lakes,7
april-24-2020,moorestown,84
april-24-2020,mount holly,34
april-24-2020,mount laurel,112
april-24-2020,new hanover township,6
april-24-2020,north hanover township,13
april-24-2020,palmyra,13
april-24-2020,pemberton,2
april-24-2020,pemberton township,126
april-24-2020,riverside township,20
april-24-2020,riverton,6
april-24-2020,shamong township,7
april-24-2020,southampton township,28
april-24-2020,springfield township,181
april-24-2020,tabernacle township,16
april-24-2020,westampton township,53
april-24-2020,willingboro township,311
april-24-2020,woodland township,26
april-24-2020,wrightstown,3
april-24-2020,audubon,20
april-24-2020,audubon park,1
april-24-2020,barrington,16
april-24-2020,bellmawr,30
april-24-2020,berlin,24
april-24-2020,berlin township,2
april-24-2020,brooklawn,7
april-24-2020,camden,620
april-24-2020,cherry hill,374
april-24-2020,chesilhurst,10
april-24-2020,clementon,24
april-24-2020,collingswood,33
april-24-2020,gibbsboro,4
april-24-2020,gloucester township,231
april-24-2020,haddonfield,25
april-24-2020,haddon heights,10
april-24-2020,haddon township,36
april-24-2020,hi-nella,2
april-24-2020,laurel springs,10
april-24-2020,lawnside,16
april-24-2020,lindenwold,103
april-24-2020,magnolia,12
april-24-2020,merchantville,16
april-24-2020,mount ephraim,8
april-24-2020,oaklyn,12
april-24-2020,pennsauken township,242
april-24-2020,pine hill,40
april-24-2020,runnemede,28
april-24-2020,somerdale,23
april-24-2020,stratford,17
april-24-2020,voorhees township,174
april-24-2020,waterford township,16
april-24-2020,winslow township,179
april-24-2020,woodlynne,36
april-24-2020,avalon,6
april-24-2020,cape may,4
april-24-2020,dennis township,12
april-24-2020,lower township,72
april-24-2020,middle township,46
april-24-2020,north wildwood,5
april-24-2020,ocean township,31
april-24-2020,sea isle city,2
april-24-2020,upper township,28
april-24-2020,west cape may,1
april-24-2020,west wildwood,1
april-24-2020,wildwood,18
april-24-2020,wildwood crest,8
april-24-2020,woodbine,2
april-24-2020,bridgeton,106
april-24-2020,commercial township,4
april-24-2020,deerfield township,5
april-24-2020,downe township,1
april-24-2020,fairfield township,87
april-24-2020,greenwich township,39
april-24-2020,hopewell,3
april-24-2020,lawrence township,131
april-24-2020,maurice river township,5
april-24-2020,millville,59
april-24-2020,stow creek township,2
april-24-2020,vineland,199
april-24-2020,upper deerfield township,18
april-24-2020,belleville,691
april-24-2020,bloomfield,714
april-24-2020,caldwell,87
april-24-2020,cedar grove,256
april-24-2020,east orange,1203
april-24-2020,essex fells,17
april-24-2020,glen ridge,34
april-24-2020,irvington,969
april-24-2020,livingston,360
april-24-2020,maplewood,221
april-24-2020,millburn,118
april-24-2020,montclair,325
april-24-2020,newark,4503
april-24-2020,north caldwell,34
april-24-2020,nutley,360
april-24-2020,city of orange,610
april-24-2020,roseland,60
april-24-2020,south orange village,78
april-24-2020,verona,88
april-24-2020,west caldwell,163
april-24-2020,west orange,809
april-24-2020,clayton,29
april-24-2020,deptford township,129
april-24-2020,east greenwich township,33
april-24-2020,elk township,13
april-24-2020,franklin,9
april-24-2020,glassboro,45
april-24-2020,harrison,258
april-24-2020,logan township,20
april-24-2020,mantua township,42
april-24-2020,monroe township,405
april-24-2020,national park,6
april-24-2020,paulsboro,18
april-24-2020,pitman,21
april-24-2020,south harrison township,14
april-24-2020,swedesboro,14
april-24-2020,wenonah,7
april-24-2020,west deptford township,66
april-24-2020,westville,14
april-24-2020,woodbury,27
april-24-2020,woodbury heights,10
april-24-2020,woolwich township,49
april-24-2020,bayonne,584
april-24-2020,east newark,38
april-24-2020,guttenberg,145
april-24-2020,hoboken,404
april-24-2020,jersey city,4206
april-24-2020,kearny,674
april-24-2020,north bergen,1791
april-24-2020,secaucus,351
april-24-2020,union township,1379
april-24-2020,weehawken,244
april-24-2020,west new york,1501
april-24-2020,alexandria township,8
april-24-2020,bethlehem township,16
april-24-2020,bloomsbury,1
april-24-2020,califon,1
april-24-2020,clinton township,23
april-24-2020,delaware township,13
april-24-2020,east amwell township,9
april-24-2020,flemington,20
april-24-2020,frenchtown,4
april-24-2020,glen gardner,4
april-24-2020,hampton,23
april-24-2020,high bridge,15
april-24-2020,holland township,19
april-24-2020,kingwood township,10
april-24-2020,lambertville,15
april-24-2020,lebanon,7
april-24-2020,lebanon township,14
april-24-2020,milford,2
april-24-2020,raritan township,88
april-24-2020,readington township,43
april-24-2020,tewksbury township,15
april-24-2020,west amwell township,9
april-24-2020,east windsor township,311
april-24-2020,ewing township,274
april-24-2020,hightstown,82
april-24-2020,hopewell township,62
april-24-2020,pennington,8
april-24-2020,princeton,75
april-24-2020,robbinsville township,58
april-24-2020,trenton,729
april-24-2020,west windsor township,102
april-24-2020,carteret,441
april-24-2020,cranbury,36
april-24-2020,dunellen,114
april-24-2020,east brunswick,409
april-24-2020,edison,1058
april-24-2020,helmetta,24
april-24-2020,highland park,96
april-24-2020,jamesburg,74
april-24-2020,metuchen,67
