Municipal,County,Cases,Date
bridgewater township,somerset county,70,april-4-2020
far hills,somerset county,2,april-4-2020
franklin township,somerset county,133,april-4-2020
green brook township,somerset county,26,april-4-2020
hillsborough township,somerset county,51,april-4-2020
manville,somerset county,23,april-4-2020
millstone,somerset county,2,april-4-2020
montgomery,somerset county,22,april-4-2020
north plainfield,somerset county,43,april-4-2020
peapack and gladstone,somerset county,6,april-4-2020
raritan,somerset county,12,april-4-2020
rocky hill,somerset county,2,april-4-2020
somerville,somerset county,23,april-4-2020
south bound brook,somerset county,12,april-4-2020
warren township,somerset county,25,april-4-2020
watchung,somerset county,19,april-4-2020
andover,sussex county,1,april-4-2020
andover township,sussex county,15,april-4-2020
branchville,sussex county,3,april-4-2020
byram township,sussex county,10,april-4-2020
frankford township,sussex county,8,april-4-2020
franklin,sussex county,7,april-4-2020
fredon township,sussex county,4,april-4-2020
green township,sussex county,3,april-4-2020
hamburg,sussex county,3,april-4-2020
hampton township,sussex county,6,april-4-2020
hardyston township,sussex county,11,april-4-2020
hopatcong,sussex county,23,april-4-2020
lafayette township,sussex county,1,april-4-2020
montague township,sussex county,1,april-4-2020
newton,sussex county,27,april-4-2020
ogdensburg,sussex county,3,april-4-2020
sandyston township,sussex county,2,april-4-2020
sparta township,sussex county,35,april-4-2020
stanhope,sussex county,6,april-4-2020
sussex,sussex county,4,april-4-2020
vernon township,sussex county,24,april-4-2020
wantage township,sussex county,16,april-4-2020
berkeley heights,union county,41,april-4-2020
clark,union county,40,april-4-2020
cranford,union county,106,april-4-2020
elizabeth,union county,673,april-4-2020
garwood,union county,6,april-4-2020
kenilworth,union county,30,april-4-2020
linden,union county,236,april-4-2020
mountainside,union county,9,april-4-2020
new providence,union county,32,april-4-2020
plainfield,union county,184,april-4-2020
rahway,union county,103,april-4-2020
roselle,union county,129,april-4-2020
scotch plains,union county,71,april-4-2020
springfield township,union county,75,april-4-2020
summit,union county,79,april-4-2020
westfield,union county,81,april-4-2020
allamuchy township,warren county,8,april-4-2020
alpha,warren county,2,april-4-2020
belvidere,warren county,4,april-4-2020
blairstown,warren county,3,april-4-2020
franklin township,warren county,4,april-4-2020
frelinghuysen township,warren county,1,april-4-2020
greenwich township,warren county,16,april-4-2020
hackettstown,warren county,11,april-4-2020
hardwick township,warren county,3,april-4-2020
harmony township,warren county,5,april-4-2020
hope township,warren county,7,april-4-2020
independence township,warren county,5,april-4-2020
knowlton township,warren county,4,april-4-2020
liberty township,warren county,3,april-4-2020
lopatcong township,warren county,20,april-4-2020
mansfield township,warren county,8,april-4-2020
phillipsburg,warren county,31,april-4-2020
pohatcong township,warren county,6,april-4-2020
washington,warren county,9,april-4-2020
washington township,warren county,3,april-4-2020
white township,warren county,12,april-4-2020
allendale,bergen county,21,april-5-2020
alpine,bergen county,11,april-5-2020
bergenfield,bergen county,252,april-5-2020
bogota,bergen county,65,april-5-2020
carlstadt,bergen county,28,april-5-2020
cliffside park,bergen county,125,april-5-2020
closter,bergen county,25,april-5-2020
cresskill,bergen county,33,april-5-2020
demarest,bergen county,19,april-5-2020
dumont,bergen county,91,april-5-2020
east rutherford,bergen county,39,april-5-2020
edgewater,bergen county,52,april-5-2020
elmwood park,bergen county,121,april-5-2020
emerson,bergen county,29,april-5-2020
englewood,bergen county,229,april-5-2020
englewood cliffs,bergen county,15,april-5-2020
fair lawn,bergen county,191,april-5-2020
fairview,bergen county,72,april-5-2020
fort lee,bergen county,132,april-5-2020
franklin lakes,bergen county,55,april-5-2020
garfield,bergen county,149,april-5-2020
glen rock,bergen county,47,april-5-2020
hackensack,bergen county,304,april-5-2020
harrington park,bergen county,6,april-5-2020
hasbrouck heights,bergen county,61,april-5-2020
haworth,bergen county,10,april-5-2020
hillsdale,bergen county,41,april-5-2020
ho-ho-kus,bergen county,19,april-5-2020
leonia,bergen county,39,april-5-2020
little ferry,bergen county,55,april-5-2020
lodi,bergen county,152,april-5-2020
lyndhurst,bergen county,87,april-5-2020
mahwah,bergen county,79,april-5-2020
maywood,bergen county,40,april-5-2020
midland park,bergen county,31,april-5-2020
montvale,bergen county,34,april-5-2020
moonachie,bergen county,23,april-5-2020
new milford,bergen county,126,april-5-2020
north arlington,bergen county,53,april-5-2020
northvale,bergen county,16,april-5-2020
norwood,bergen county,25,april-5-2020
oakland,bergen county,58,april-5-2020
old tappan,bergen county,34,april-5-2020
oradell,bergen county,48,april-5-2020
palisades park,bergen county,63,april-5-2020
paramus,bergen county,148,april-5-2020
park ridge,bergen county,36,april-5-2020
ramsey,bergen county,50,april-5-2020
ridgefield,bergen county,49,april-5-2020
ridgefield park,bergen county,73,april-5-2020
ridgewood,bergen county,104,april-5-2020
river edge,bergen county,59,april-5-2020
river vale,bergen county,24,april-5-2020
rochelle park,bergen county,32,april-5-2020
rockleigh,bergen county,2,april-5-2020
rutherford,bergen county,49,april-5-2020
saddle brook,bergen county,79,april-5-2020
saddle river,bergen county,17,april-5-2020
south hackensack,bergen county,22,april-5-2020
teaneck,bergen county,421,april-5-2020
tenafly,bergen county,50,april-5-2020
teterboro,bergen county,1,april-5-2020
upper saddle river,bergen county,32,april-5-2020
waldwick,bergen county,45,april-5-2020
wallington,bergen county,35,april-5-2020
washington township,bergen county,45,april-5-2020
westwood,bergen county,46,april-5-2020
wood-ridge,bergen county,27,april-5-2020
woodcliff lake,bergen county,41,april-5-2020
wyckoff,bergen county,74,april-5-2020
beverly,burlington county,4,april-5-2020
bordentown,burlington county,6,april-5-2020
bordentown township,burlington county,17,april-5-2020
burlington,burlington county,7,april-5-2020
burlington township,burlington county,33,april-5-2020
chesterfield township,burlington county,4,april-5-2020
cinnaminson township,burlington county,1,april-5-2020
delanco township,burlington county,4,april-5-2020
delran township,burlington county,19,april-5-2020
eastampton township,burlington county,8,april-5-2020
edgewater park,burlington county,7,april-5-2020
evesham township,burlington county,42,april-5-2020
florence township,burlington county,7,april-5-2020
hainesport township,burlington county,5,april-5-2020
lumberton township,burlington county,11,april-5-2020
mansfield township,burlington county,16,april-5-2020
maple shade township,burlington county,15,april-5-2020
medford,burlington county,14,april-5-2020
medford lakes,burlington county,2,april-5-2020
moorestown,burlington county,42,april-5-2020
mount holly,burlington county,13,april-5-2020
mount laurel,burlington county,42,april-5-2020
new hanover township,burlington county,1,april-5-2020
north hanover township,burlington county,2,april-5-2020
palmyra,burlington county,3,april-5-2020
pemberton,burlington county,1,april-5-2020
pemberton township,burlington county,26,april-5-2020
riverside township,burlington county,7,april-5-2020
riverton,burlington county,9,april-5-2020
shamong township,burlington county,5,april-5-2020
southampton township,burlington county,3,april-5-2020
springfield township,burlington county,2,april-5-2020
tabernacle township,burlington county,6,april-5-2020
westampton township,burlington county,10,april-5-2020
willingboro township,burlington county,78,april-5-2020
wrightstown,burlington county,3,april-5-2020
audubon,camden county,6,april-5-2020
barrington,camden county,7,april-5-2020
bellmawr,camden county,6,april-5-2020
berlin,camden county,4,april-5-2020
berlin township,camden county,1,april-5-2020
brooklawn,camden county,3,april-5-2020
camden,camden county,52,april-5-2020
cherry hill,camden county,102,april-5-2020
chesilhurst,camden county,2,april-5-2020
clementon,camden county,1,april-5-2020
collingswood,camden county,7,april-5-2020
gloucester city,camden county,7,april-5-2020
gloucester township,camden county,71,april-5-2020
haddonfield,camden county,14,april-5-2020
haddon heights,camden county,3,april-5-2020
haddon township,camden county,13,april-5-2020
hi-nella,camden county,1,april-5-2020
lawnside,camden county,4,april-5-2020
lindenwold,camden county,17,april-5-2020
magnolia,camden county,4,april-5-2020
merchantville,camden county,2,april-5-2020
oaklyn,camden county,3,april-5-2020
pennsauken township,camden county,45,april-5-2020
pine hill,camden county,13,april-5-2020
runnemede,camden county,3,april-5-2020
somerdale,camden county,6,april-5-2020
stratford,camden county,3,april-5-2020
voorhees township,camden county,31,april-5-2020
waterford township,camden county,7,april-5-2020
winslow township,camden county,62,april-5-2020
woodlynne,camden county,4,april-5-2020
avalon,cape may county,6,april-5-2020
cape may,cape may county,3,april-5-2020
dennis township,cape may county,4,april-5-2020
lower township,cape may county,24,april-5-2020
middle township,cape may county,10,april-5-2020
north wildwood,cape may county,3,april-5-2020
ocean city,cape may county,3,april-5-2020
sea isle city,cape may county,1,april-5-2020
upper township,cape may county,5,april-5-2020
west cape may,cape may county,1,april-5-2020
west wildwood,cape may county,1,april-5-2020
wildwood,cape may county,4,april-5-2020
wildwood crest,cape may county,4,april-5-2020
bridgeton,cumberland county,8,april-5-2020
commercial township,cumberland county,2,april-5-2020
deerfield township,cumberland county,1,april-5-2020
fairfield township,cumberland county,1,april-5-2020
hopewell township,cumberland county,2,april-5-2020
lawrence township,cumberland county,1,april-5-2020
maurice river township,cumberland county,1,april-5-2020
millville,cumberland county,8,april-5-2020
vineland,cumberland county,26,april-5-2020
upper deerfield township,cumberland county,1,april-5-2020
belleville,essex county,263,april-5-2020
bloomfield,essex county,242,april-5-2020
caldwell,essex county,38,april-5-2020
cedar grove,essex county,67,april-5-2020
east orange,essex county,412,april-5-2020
essex fells,essex county,13,april-5-2020
fairfield township,essex county,37,april-5-2020
glen ridge,essex county,19,april-5-2020
irvington,essex county,330,april-5-2020
livingston,essex county,178,april-5-2020
maplewood,essex county,72,april-5-2020
millburn,essex county,63,april-5-2020
montclair,essex county,164,april-5-2020
newark,essex county,1303,april-5-2020
north caldwell,essex county,19,april-5-2020
nutley,essex county,172,april-5-2020
city of orange,essex county,209,april-5-2020
roseland,essex county,31,april-5-2020
south orange village,essex county,38,april-5-2020
verona,essex county,46,april-5-2020
west caldwell,essex county,49,april-5-2020
west orange,essex county,278,april-5-2020
clayton,gloucester county,2,april-5-2020
deptford township,gloucester county,31,april-5-2020
east greenwich township,gloucester county,10,april-5-2020
franklin township,gloucester county,6,april-5-2020
greenwich township,gloucester county,4,april-5-2020
glassboro,gloucester county,15,april-5-2020
harrison township,gloucester county,8,april-5-2020
logan township,gloucester county,5,april-5-2020
mantua township,gloucester county,11,april-5-2020
monroe township,gloucester county,29,april-5-2020
national park,gloucester county,1,april-5-2020
paulsboro,gloucester county,5,april-5-2020
pitman,gloucester county,3,april-5-2020
swedesboro,gloucester county,1,april-5-2020
washington township,gloucester county,44,april-5-2020
wenonah,gloucester county,1,april-5-2020
west deptford township,gloucester county,12,april-5-2020
westville,gloucester county,3,april-5-2020
woodbury,gloucester county,8,april-5-2020
woodbury heights,gloucester county,3,april-5-2020
woolwich township,gloucester county,15,april-5-2020
bayonne,hudson county,220,april-5-2020
east newark,hudson county,6,april-5-2020
guttenberg,hudson county,40,april-5-2020
harrison,hudson county,62,april-5-2020
hoboken,hudson county,184,april-5-2020
jersey city,hudson county,1104,april-5-2020
kearny,hudson county,144,april-5-2020
north bergen,hudson county,553,april-5-2020
secaucus,hudson county,148,april-5-2020
union city,hudson county,140,april-5-2020
west new york,hudson county,77,april-5-2020
alexandria township,hunterdon county,2,april-5-2020
bethlehem township,hunterdon county,4,april-5-2020
