Municipal,County,Cases,Date
bordentown,burlington county,26,may-14-2020
bordentown township,burlington county,65,may-14-2020
burlington,burlington county,76,may-14-2020
burlington township,burlington county,342,may-14-2020
chesterfield township,burlington county,26,may-14-2020
cinnaminson township,burlington county,87,may-14-2020
delanco township,burlington county,34,may-14-2020
delran township,burlington county,100,may-14-2020
eastampton township,burlington county,47,may-14-2020
evesham township,burlington county,233,may-14-2020
fieldsboro,burlington county,5,may-14-2020
florence township,burlington county,74,may-14-2020
hainesport township,burlington county,30,may-14-2020
lumberton township,burlington county,95,may-14-2020
mansfield township,burlington county,53,may-14-2020
maple shade township,burlington county,189,may-14-2020
medford,burlington county,85,may-14-2020
medford lakes,burlington county,9,may-14-2020
moorestown,burlington county,223,may-14-2020
mount holly,burlington county,68,may-14-2020
mount laurel,burlington county,199,may-14-2020
new hanover township,burlington county,31,may-14-2020
north hanover township,burlington county,24,may-14-2020
palmyra,burlington county,36,may-14-2020
pemberton,burlington county,4,may-14-2020
pemberton township,burlington county,317,may-14-2020
riverside township,burlington county,59,may-14-2020
riverton,burlington county,5,may-14-2020
shamong township,burlington county,19,may-14-2020
southampton township,burlington county,50,may-14-2020
springfield township,burlington county,13,may-14-2020
tabernacle township,burlington county,19,may-14-2020
westampton township,burlington county,78,may-14-2020
willingboro township,burlington county,508,may-14-2020
woodland township,burlington county,221,may-14-2020
wrightstown,burlington county,7,may-14-2020
audubon,camden county,36,may-14-2020
audubon park,camden county,2,may-14-2020
barrington,camden county,29,may-14-2020
bellmawr,camden county,71,may-14-2020
berlin,camden county,32,may-14-2020
berlin township,camden county,16,may-14-2020
brooklawn,camden county,17,may-14-2020
camden,camden county,1228,may-14-2020
cherry hill,camden county,614,may-14-2020
chesilhurst,camden county,16,may-14-2020
clementon,camden county,43,may-14-2020
collingswood,camden county,49,may-14-2020
gibbsboro,camden county,4,may-14-2020
gloucester city,camden county,60,may-14-2020
gloucester township,camden county,368,may-14-2020
haddonfield,camden county,28,may-14-2020
haddon heights,camden county,16,may-14-2020
haddon township,camden county,56,may-14-2020
hi-nella,camden county,3,may-14-2020
laurel springs,camden county,12,may-14-2020
lawnside,camden county,22,may-14-2020
lindenwold,camden county,220,may-14-2020
magnolia,camden county,16,may-14-2020
merchantville,camden county,29,may-14-2020
mount ephraim,camden county,14,may-14-2020
oaklyn,camden county,20,may-14-2020
pennsauken township,camden county,392,may-14-2020
pine hill,camden county,70,may-14-2020
runnemede,camden county,47,may-14-2020
somerdale,camden county,33,may-14-2020
stratford,camden county,34,may-14-2020
voorhees township,camden county,284,may-14-2020
waterford township,camden county,31,may-14-2020
winslow township,camden county,319,may-14-2020
woodlynne,camden county,56,may-14-2020
avalon,cape may county,7,may-14-2020
cape may,cape may county,4,may-14-2020
dennis township,cape may county,46,may-14-2020
lower township,cape may county,157,may-14-2020
middle township,cape may county,75,may-14-2020
north wildwood,cape may county,9,may-14-2020
ocean city,cape may county,30,may-14-2020
sea isle city,cape may county,2,may-14-2020
upper township,cape may county,51,may-14-2020
west cape may,cape may county,2,may-14-2020
west wildwood,cape may county,3,may-14-2020
wildwood,cape may county,30,may-14-2020
wildwood crest,cape may county,10,may-14-2020
woodbine,cape may county,44,may-14-2020
bridgeton,cumberland county,401,may-14-2020
commercial township,cumberland county,16,may-14-2020
deerfield township,cumberland county,23,may-14-2020
downe township,cumberland county,4,may-14-2020
fairfield township,cumberland county,36,may-14-2020
greenwich township,cumberland county,3,may-14-2020
hopewell township,cumberland county,28,may-14-2020
lawrence township,cumberland county,27,may-14-2020
maurice river township,cumberland county,13,may-14-2020
millville,cumberland county,250,may-14-2020
stow creek township,cumberland county,5,may-14-2020
upper deerfield township,cumberland county,50,may-14-2020
vineland,cumberland county,560,may-14-2020
belleville,essex county,892,may-14-2020
bloomfield,essex county,966,may-14-2020
caldwell,essex county,101,may-14-2020
cedar grove,essex county,371,may-14-2020
east orange,essex county,1699,may-14-2020
essex fells,essex county,18,may-14-2020
fairfield township,essex county,125,may-14-2020
glen ridge,essex county,35,may-14-2020
irvington,essex county,1227,may-14-2020
livingston,essex county,433,may-14-2020
maplewood,essex county,270,may-14-2020
millburn,essex county,129,may-14-2020
montclair,essex county,381,may-14-2020
newark,essex county,6430,may-14-2020
north caldwell,essex county,39,may-14-2020
nutley,essex county,453,may-14-2020
city of orange,essex county,797,may-14-2020
roseland,essex county,79,may-14-2020
south orange village,essex county,88,may-14-2020
verona,essex county,114,may-14-2020
west caldwell,essex county,197,may-14-2020
west orange,essex county,1061,may-14-2020
clayton,gloucester county,52,may-14-2020
deptford township,gloucester county,413,may-14-2020
east greenwich township,gloucester county,47,may-14-2020
elk township,gloucester county,25,may-14-2020
franklin township,gloucester county,61,may-14-2020
glassboro,gloucester county,88,may-14-2020
greenwich township,gloucester county,19,may-14-2020
harrison township,gloucester county,43,may-14-2020
logan township,gloucester county,31,may-14-2020
mantua township,gloucester county,69,may-14-2020
monroe township,gloucester county,198,may-14-2020
national park,gloucester county,13,may-14-2020
newfield,gloucester county,1,may-14-2020
paulsboro,gloucester county,45,may-14-2020
pitman,gloucester county,29,may-14-2020
south harrison township,gloucester county,21,may-14-2020
swedesboro,gloucester county,25,may-14-2020
washington township,gloucester county,240,may-14-2020
wenonah,gloucester county,12,may-14-2020
west deptford township,gloucester county,114,may-14-2020
westville,gloucester county,32,may-14-2020
woodbury,gloucester county,61,may-14-2020
woodbury heights,gloucester county,16,may-14-2020
woolwich township,gloucester county,75,may-14-2020
bayonne,hudson county,955,may-14-2020
east newark,hudson county,69,may-14-2020
guttenberg,hudson county,196,may-14-2020
harrison,hudson county,351,may-14-2020
hoboken,hudson county,540,may-14-2020
jersey city,hudson county,6021,may-14-2020
kearny,hudson county,1115,may-14-2020
north bergen,hudson county,2340,may-14-2020
secaucus,hudson county,509,may-14-2020
union city,hudson county,3120,may-14-2020
weehawken,hudson county,291,may-14-2020
alexandria township,hunterdon county,9,may-14-2020
bethlehem township,hunterdon county,18,may-14-2020
bloomsbury,hunterdon county,5,may-14-2020
califon,hunterdon county,3,may-14-2020
delaware township,hunterdon county,15,may-14-2020
east amwell township,hunterdon county,13,may-14-2020
flemington,hunterdon county,52,may-14-2020
franklin township,hunterdon county,13,may-14-2020
frenchtown,hunterdon county,6,may-14-2020
glen gardner,hunterdon county,5,may-14-2020
hampton,hunterdon county,8,may-14-2020
high bridge,hunterdon county,19,may-14-2020
holland township,hunterdon county,21,may-14-2020
kingwood township,hunterdon county,14,may-14-2020
lambertville,hunterdon county,21,may-14-2020
lebanon,hunterdon county,14,may-14-2020
lebanon township,hunterdon county,14,may-14-2020
milford,hunterdon county,3,may-14-2020
raritan township,hunterdon county,142,may-14-2020
readington township,hunterdon county,62,may-14-2020
stockton,hunterdon county,0,may-14-2020
tewksbury township,hunterdon county,18,may-14-2020
union township,hunterdon county,153,may-14-2020
west amwell township,hunterdon county,16,may-14-2020
east windsor township,mercer county,490,may-14-2020
ewing township,mercer county,488,may-14-2020
hamilton township,mercer county,1144,may-14-2020
hightstown,mercer county,123,may-14-2020
hopewell,mercer county,4,may-14-2020
hopewell township,mercer county,80,may-14-2020
lawrence township,mercer county,280,may-14-2020
pennington,mercer county,12,may-14-2020
princeton,mercer county,159,may-14-2020
robbinsville township,mercer county,81,may-14-2020
trenton,mercer county,2156,may-14-2020
west windsor township,mercer county,163,may-14-2020
carteret,middlesex county,599,may-14-2020
cranbury,middlesex county,43,may-14-2020
dunellen,middlesex county,179,may-14-2020
east brunswick,middlesex county,604,may-14-2020
edison,middlesex county,1629,may-14-2020
helmetta,middlesex county,34,may-14-2020
highland park,middlesex county,140,may-14-2020
jamesburg,middlesex county,113,may-14-2020
metuchen,middlesex county,114,may-14-2020
middlesex,middlesex county,207,may-14-2020
milltown,middlesex county,72,may-14-2020
monroe township,middlesex county,655,may-14-2020
new brunswick,middlesex county,1513,may-14-2020
north brunswick,middlesex county,806,may-14-2020
old bridge township,middlesex county,936,may-14-2020
perth amboy,middlesex county,2009,may-14-2020
piscataway,middlesex county,779,may-14-2020
plainsboro township,middlesex county,140,may-14-2020
sayreville,middlesex county,647,may-14-2020
south amboy,middlesex county,163,may-14-2020
south brunswick,middlesex county,430,may-14-2020
south plainfield,middlesex county,474,may-14-2020
south river,middlesex county,258,may-14-2020
spotswood,middlesex county,87,may-14-2020
woodbridge township,middlesex county,1708,may-14-2020
aberdeen township,monmouth county,214,may-14-2020
allenhurst,monmouth county,5,may-14-2020
allentown,monmouth county,7,may-14-2020
asbury park,monmouth county,178,may-14-2020
atlantic highlands,monmouth county,27,may-14-2020
avon-by-the-sea,monmouth county,12,may-14-2020
belmar,monmouth county,27,may-14-2020
bradley beach,monmouth county,41,may-14-2020
brielle,monmouth county,26,may-14-2020
colts neck township,monmouth county,73,may-14-2020
deal,monmouth county,24,may-14-2020
eatontown,monmouth county,242,may-14-2020
englishtown,monmouth county,38,may-14-2020
fair haven,monmouth county,22,may-14-2020
farmingdale,monmouth county,13,may-14-2020
freehold borough,monmouth county,352,may-14-2020
freehold township,monmouth county,590,may-14-2020
hazlet,monmouth county,257,may-14-2020
highlands,monmouth county,25,may-14-2020
holmdel township,monmouth county,221,may-14-2020
howell township,monmouth county,578,may-14-2020
interlaken,monmouth county,2,may-14-2020
keansburg,monmouth county,153,may-14-2020
keyport,monmouth county,82,may-14-2020
lake como,monmouth county,16,may-14-2020
little silver,monmouth county,34,may-14-2020
loch arbour,monmouth county,1,may-14-2020
long branch,monmouth county,419,may-14-2020
manalapan township,monmouth county,437,may-14-2020
manasquan,monmouth county,30,may-14-2020
marlboro township,monmouth county,418,may-14-2020
matawan,monmouth county,164,may-14-2020
middletown township,monmouth county,596,may-14-2020
millstone township,monmouth county,81,may-14-2020
monmouth beach,monmouth county,19,may-14-2020
neptune city,monmouth county,51,may-14-2020
neptune township,monmouth county,423,may-14-2020
ocean township,monmouth county,261,may-14-2020
oceanport,monmouth county,56,may-14-2020
red bank,monmouth county,173,may-14-2020
roosevelt,monmouth county,6,may-14-2020
rumson,monmouth county,31,may-14-2020
sea bright,monmouth county,9,may-14-2020
sea girt,monmouth county,13,may-14-2020
shrewsbury,monmouth county,48,may-14-2020
shrewsbury township,monmouth county,9,may-14-2020
spring lake,monmouth county,13,may-14-2020
spring lake heights,monmouth county,17,may-14-2020
tinton falls,monmouth county,178,may-14-2020
union beach,monmouth county,39,may-14-2020
upper freehold township,monmouth county,46,may-14-2020
wall township,monmouth county,283,may-14-2020
west long branch,monmouth county,58,may-14-2020
boonton,morris county,101,may-14-2020
boonton township,morris county,74,may-14-2020
butler,morris county,83,may-14-2020
chatham borough,morris county,53,may-14-2020
chatham township,morris county,120,may-14-2020
chester borough,morris county,7,may-14-2020
chester township,morris county,41,may-14-2020
denville township,morris county,145,may-14-2020
dover,morris county,623,may-14-2020
east hanover township,morris county,125,may-14-2020
florham park,morris county,119,may-14-2020
hanover township,morris county,170,may-14-2020
harding township,morris county,24,may-14-2020
jefferson township,morris county,205,may-14-2020
kinnelon,morris county,68,may-14-2020
lincoln park,morris county,302,may-14-2020
long hill township,morris county,44,may-14-2020
madison,morris county,128,may-14-2020
mendham borough,morris county,61,may-14-2020
mendham township,morris county,38,may-14-2020
mine hill township,morris county,57,may-14-2020
montville,morris county,208,may-14-2020
morris plains,morris county,55,may-14-2020
morris township,morris county,267,may-14-2020
morristown,morris county,479,may-14-2020
mount arlington,morris county,43,may-14-2020
mount olive township,morris county,238,may-14-2020
mountain lakes,morris county,19,may-14-2020
netcong,morris county,28,may-14-2020
parsippany-troy hills,morris county,675,may-14-2020
pequannock township,morris county,189,may-14-2020
randolph,morris county,252,may-14-2020
riverdale,morris county,35,may-14-2020
rockaway,morris county,94,may-14-2020
rockaway township,morris county,231,may-14-2020
roxbury township,morris county,232,may-14-2020
victory gardens,morris county,33,may-14-2020
washington township,morris county,103,may-14-2020
wharton,morris county,144,may-14-2020
barnegat township,ocean county,214,may-14-2020
barnegat light,ocean county,2,may-14-2020
bay head,ocean county,6,may-14-2020
beach haven,ocean county,7,may-14-2020
beachwood,ocean county,100,may-14-2020
berkeley township,ocean county,525,may-14-2020
brick township,ocean county,971,may-14-2020
eagleswood township,ocean county,7,may-14-2020
island heights,ocean county,11,may-14-2020
jackson township,ocean county,740,may-14-2020
lacey township,ocean county,190,may-14-2020
lakehurst,ocean county,32,may-14-2020
lakewood township,ocean county,2050,may-14-2020
lavallette,ocean county,8,may-14-2020
little egg harbor township,ocean county,117,may-14-2020
long beach township,ocean county,20,may-14-2020
manchester township,ocean county,594,may-14-2020
mantoloking,ocean county,0,may-14-2020
ocean gate,ocean county,15,may-14-2020
ocean township,ocean county,42,may-14-2020
pine beach,ocean county,10,may-14-2020
plumsted township,ocean county,49,may-14-2020
point pleasant beach,ocean county,32,may-14-2020
point pleasant,ocean county,207,may-14-2020
seaside heights,ocean county,29,may-14-2020
seaside park,ocean county,7,may-14-2020
ship bottom,ocean county,8,may-14-2020
south toms river,ocean county,73,may-14-2020
stafford township,ocean county,212,may-14-2020
surf city,ocean county,4,may-14-2020
toms river,ocean county,1333,may-14-2020
tuckerton,ocean county,16,may-14-2020
other,ocean county,22,may-14-2020
bloomingdale,passaic county,181,may-14-2020
clifton,passaic county,2559,may-14-2020
haledon,passaic county,293,may-14-2020
hawthorne,passaic county,399,may-14-2020
little falls,passaic county,137,may-14-2020
north haledon,passaic county,170,may-14-2020
passaic,passaic county,2791,may-14-2020
paterson,passaic county,6271,may-14-2020
pompton lakes,passaic county,211,may-14-2020
prospect park,passaic county,285,may-14-2020
ringwood,passaic county,115,may-14-2020
totowa,passaic county,273,may-14-2020
wanaque,passaic county,265,may-14-2020
wayne,passaic county,1207,may-14-2020
west milford,passaic county,356,may-14-2020
woodland park,passaic county,331,may-14-2020
alloway township,salem county,10,may-14-2020
carneys point township,salem county,102,may-14-2020
elmer,salem county,6,may-14-2020
lower alloways creek township,salem county,7,may-14-2020
mannington township,salem county,6,may-14-2020
oldmans township,salem county,8,may-14-2020
penns grove,salem county,102,may-14-2020
pennsville township,salem county,30,may-14-2020
pilesgrove township,salem county,11,may-14-2020
pittsgrove township,salem county,27,may-14-2020
quinton township,salem county,4,may-14-2020
salem,salem county,24,may-14-2020
upper pittsgrove township,salem county,65,may-14-2020
woodstown,salem county,22,may-14-2020
bedminster,somerset county,35,may-14-2020
bernards township,somerset county,218,may-14-2020
bernardsville,somerset county,59,may-14-2020
bound brook,somerset county,282,may-14-2020
branchburg,somerset county,74,may-14-2020
bridgewater township,somerset county,430,may-14-2020
far hills,somerset county,3,may-14-2020
franklin township,somerset county,1140,may-14-2020
green brook township,somerset county,122,may-14-2020
hillsborough township,somerset county,281,may-14-2020
manville,somerset county,132,may-14-2020
millstone,somerset county,2,may-14-2020
montgomery,somerset county,93,may-14-2020
north plainfield,somerset county,288,may-14-2020
peapack and gladstone,somerset county,38,may-14-2020
raritan,somerset county,90,may-14-2020
rocky hill,somerset county,5,may-14-2020
somerville,somerset county,115,may-14-2020
south bound brook,somerset county,55,may-14-2020
warren township,somerset county,107,may-14-2020
watchung,somerset county,77,may-14-2020
andover,sussex county,2,may-14-2020
andover township,sussex county,197,may-14-2020
branchville,sussex county,4,may-14-2020
byram township,sussex county,40,may-14-2020
frankford township,sussex county,78,may-14-2020
franklin,sussex county,42,may-14-2020
fredon township,sussex county,17,may-14-2020
green township,sussex county,12,may-14-2020
hamburg,sussex county,23,may-14-2020
hampton township,sussex county,29,may-14-2020
hardyston township,sussex county,47,may-14-2020
hopatcong,sussex county,108,may-14-2020
lafayette township,sussex county,9,may-14-2020
montague township,sussex county,22,may-14-2020
newton,sussex county,89,may-14-2020
ogdensburg,sussex county,15,may-14-2020
sandyston township,sussex county,6,may-14-2020
sparta township,sussex county,98,may-14-2020
stanhope,sussex county,20,may-14-2020
stillwater township,sussex county,11,may-14-2020
sussex,sussex county,6,may-14-2020
vernon township,sussex county,119,may-14-2020
wantage township,sussex county,53,may-14-2020
berkeley heights,union county,236,may-14-2020
clark,union county,211,may-14-2020
cranford,union county,422,may-14-2020
elizabeth,union county,4080,may-14-2020
fanwood,union county,86,may-14-2020
garwood,union county,41,may-14-2020
hillside,union county,610,may-14-2020
kenilworth,union county,135,may-14-2020
linden,union county,1226,may-14-2020
mountainside,union county,67,may-14-2020
new providence,union county,146,may-14-2020
plainfield,union county,1957,may-14-2020
rahway,union county,673,may-14-2020
roselle,union county,575,may-14-2020
roselle park,union county,248,may-14-2020
scotch plains,union county,247,may-14-2020
springfield township,union county,217,may-14-2020
summit,union county,190,may-14-2020
union township,union county,1654,may-14-2020
westfield,union county,257,may-14-2020
alpha,warren county,15,may-14-2020
belvidere,warren county,22,may-14-2020
blairstown,warren county,16,may-14-2020
franklin township,warren county,14,may-14-2020
frelinghuysen township,warren county,84,may-14-2020
greenwich township,warren county,52,may-14-2020
hackettstown,warren county,104,may-14-2020
hardwick township,warren county,8,may-14-2020
harmony township,warren county,15,may-14-2020
hope township,warren county,16,may-14-2020
independence township,warren county,26,may-14-2020
knowlton township,warren county,10,may-14-2020
liberty township,warren county,14,may-14-2020
lopatcong township,warren county,259,may-14-2020
mansfield township,warren county,106,may-14-2020
oxford township,warren county,6,may-14-2020
phillipsburg,warren county,115,may-14-2020
pohatcong township,warren county,21,may-14-2020
washington,warren county,48,may-14-2020
washington township,warren county,39,may-14-2020
white township,warren county,49,may-14-2020
allamuchy township,warren county,23,may-15-2020
alpha,warren county,15,may-15-2020
belvidere,warren county,22,may-15-2020
blairstown,warren county,17,may-15-2020
franklin township,warren county,14,may-15-2020
frelinghuysen township,warren county,84,may-15-2020
greenwich township,warren county,52,may-15-2020
hackettstown,warren county,105,may-15-2020
hardwick township,warren county,8,may-15-2020
harmony township,warren county,14,may-15-2020
hope township,warren county,16,may-15-2020
independence township,warren county,26,may-15-2020
knowlton township,warren county,10,may-15-2020
liberty township,warren county,14,may-15-2020
lopatcong township,warren county,260,may-15-2020
mansfield township,warren county,109,may-15-2020
oxford township,warren county,6,may-15-2020
phillipsburg,warren county,116,may-15-2020
pohatcong township,warren county,20,may-15-2020
washington,warren county,49,may-15-2020
washington township,warren county,39,may-15-2020
white township,warren county,50,may-15-2020
andover,sussex county,2,may-15-2020
andover township,sussex county,198,may-15-2020
branchville,sussex county,4,may-15-2020
byram township,sussex county,40,may-15-2020
frankford township,sussex county,77,may-15-2020
franklin,sussex county,43,may-15-2020
fredon township,sussex county,17,may-15-2020
green township,sussex county,13,may-15-2020
hamburg,sussex county,23,may-15-2020
hampton township,sussex county,28,may-15-2020
hardyston township,sussex county,48,may-15-2020
hopatcong,sussex county,108,may-15-2020
lafayette township,sussex county,9,may-15-2020
montague township,sussex county,22,may-15-2020
newton,sussex county,89,may-15-2020
ogdensburg,sussex county,15,may-15-2020
sandyston township,sussex county,6,may-15-2020
sparta township,sussex county,98,may-15-2020
stanhope,sussex county,20,may-15-2020
stillwater township,sussex county,11,may-15-2020
sussex,sussex county,6,may-15-2020
vernon township,sussex county,119,may-15-2020
walpack township,sussex county,54,may-15-2020
wantage township,sussex county,54,may-15-2020
bloomingdale,passaic county,181,may-15-2020
clifton,passaic county,"2,559",may-15-2020
haledon,passaic county,293,may-15-2020
hawthorne,passaic county,399,may-15-2020
little falls,passaic county,137,may-15-2020
north haledon,passaic county,170,may-15-2020
passaic,passaic county,"2,791",may-15-2020
paterson,passaic county,"6,271",may-15-2020
pompton lakes,passaic county,211,may-15-2020
prospect park,passaic county,285,may-15-2020
ringwood,passaic county,115,may-15-2020
totowa,passaic county,273,may-15-2020
wanaque,passaic county,265,may-15-2020
wayne,passaic county,"1,207",may-15-2020
west milford,passaic county,356,may-15-2020
woodland park,passaic county,331,may-15-2020
boonton,morris county,101,may-15-2020
boonton township,morris county,74,may-15-2020
butler,morris county,86,may-15-2020
chatham borough,morris county,54,may-15-2020
chatham township,morris county,120,may-15-2020
chester borough,morris county,7,may-15-2020
chester township,morris county,41,may-15-2020
denville township,morris county,145,may-15-2020
dover,morris county,627,may-15-2020
east hanover township,morris county,126,may-15-2020
florham park,morris county,119,may-15-2020
hanover township,morris county,173,may-15-2020
harding township,morris county,24,may-15-2020
jefferson township,morris county,208,may-15-2020
kinnelon,morris county,68,may-15-2020
lincoln park,morris county,305,may-15-2020
long hill township,morris county,44,may-15-2020
madison,morris county,126,may-15-2020
mendham borough,morris county,61,may-15-2020
mendham township,morris county,38,may-15-2020
mine hill township,morris county,58,may-15-2020
montville,morris county,209,may-15-2020
morris plains,morris county,55,may-15-2020
morris township,morris county,269,may-15-2020
morristown,morris county,487,may-15-2020
mount arlington,morris county,43,may-15-2020
mount olive township,morris county,238,may-15-2020
mountain lakes,morris county,19,may-15-2020
netcong,morris county,28,may-15-2020
parsippany-troy hills,morris county,678,may-15-2020
pequannock township,morris county,189,may-15-2020
randolph,morris county,252,may-15-2020
riverdale,morris county,36,may-15-2020
rockaway,morris county,94,may-15-2020
rockaway township,morris county,235,may-15-2020
roxbury township,morris county,235,may-15-2020
victory gardens,morris county,33,may-15-2020
washington township,morris county,102,may-15-2020
wharton,morris county,149,may-15-2020
bayonne,hudson county,956,may-15-2020
east newark,hudson county,69,may-15-2020
guttenberg,hudson county,196,may-15-2020
harrison,hudson county,361,may-15-2020
hoboken,hudson county,540,may-15-2020
jersey city,hudson county,"6,221",may-15-2020
kearny,hudson county,"1,127",may-15-2020
north bergen,hudson county,"2,364",may-15-2020
secaucus,hudson county,509,may-15-2020
union city,hudson county,"3,135",may-15-2020
weehawken,hudson county,293,may-15-2020
west new york,hudson county,"1,946",may-15-2020
belleville,essex county,900,may-15-2020
bloomfield,essex county,985,may-15-2020
caldwell,essex county,102,may-15-2020
cedar grove,essex county,380,may-15-2020
east orange,essex county,"1,701",may-15-2020
essex fells,essex county,18,may-15-2020
fairfield township,essex county,126,may-15-2020
glen ridge,essex county,35,may-15-2020
irvington,essex county,"1,241",may-15-2020
livingston,essex county,433,may-15-2020
maplewood,essex county,272,may-15-2020
millburn,essex county,132,may-15-2020
montclair,essex county,388,may-15-2020
newark,essex county,"6,529",may-15-2020
north caldwell,essex county,39,may-15-2020
nutley,essex county,456,may-15-2020
city of orange,essex county,814,may-15-2020
roseland,essex county,80,may-15-2020
south orange village,essex county,90,may-15-2020
verona,essex county,112,may-15-2020
west caldwell,essex county,196,may-15-2020
west orange,essex county,"1,074",may-15-2020
allendale,bergen county,60,may-15-2020
alpine,bergen county,22,may-15-2020
bergenfield,bergen county,751,may-15-2020
bogota,bergen county,157,may-15-2020
carlstadt,bergen county,96,may-15-2020
cliffside park,bergen county,466,may-15-2020
closter,bergen county,78,may-15-2020
cresskill,bergen county,107,may-15-2020
demarest,bergen county,46,may-15-2020
dumont,bergen county,290,may-15-2020
east rutherford,bergen county,130,may-15-2020
edgewater,bergen county,126,may-15-2020
elmwood park,bergen county,511,may-15-2020
emerson,bergen county,203,may-15-2020
englewood,bergen county,734,may-15-2020
englewood cliffs,bergen county,54,may-15-2020
fair lawn,bergen county,584,may-15-2020
fairview,bergen county,344,may-15-2020
fort lee,bergen county,432,may-15-2020
franklin lakes,bergen county,145,may-15-2020
garfield,bergen county,743,may-15-2020
glen rock,bergen county,115,may-15-2020
hackensack,bergen county,"1,233",may-15-2020
harrington park,bergen county,28,may-15-2020
hasbrouck heights,bergen county,194,may-15-2020
haworth,bergen county,35,may-15-2020
hillsdale,bergen county,111,may-15-2020
ho-ho-kus,bergen county,44,may-15-2020
leonia,bergen county,106,may-15-2020
little ferry,bergen county,188,may-15-2020
lodi,bergen county,632,may-15-2020
lyndhurst,bergen county,364,may-15-2020
mahwah,bergen county,254,may-15-2020
maywood,bergen county,222,may-15-2020
midland park,bergen county,84,may-15-2020
montvale,bergen county,74,may-15-2020
moonachie,bergen county,66,may-15-2020
new milford,bergen county,420,may-15-2020
north arlington,bergen county,257,may-15-2020
northvale,bergen county,57,may-15-2020
norwood,bergen county,69,may-15-2020
oakland,bergen county,214,may-15-2020
old tappan,bergen county,62,may-15-2020
oradell,bergen county,175,may-15-2020
palisades park,bergen county,239,may-15-2020
paramus,bergen county,943,may-15-2020
park ridge,bergen county,152,may-15-2020
ramsey,bergen county,125,may-15-2020
ridgefield,bergen county,184,may-15-2020
ridgefield park,bergen county,258,may-15-2020
ridgewood,bergen county,283,may-15-2020
river edge,bergen county,132,may-15-2020
river vale,bergen county,115,may-15-2020
rochelle park,bergen county,154,may-15-2020
rockleigh,bergen county,101,may-15-2020
rutherford,bergen county,183,may-15-2020
saddle brook,bergen county,291,may-15-2020
saddle river,bergen county,73,may-15-2020
south hackensack,bergen county,57,may-15-2020
teaneck,bergen county,"1,020",may-15-2020
tenafly,bergen county,154,may-15-2020
teterboro,bergen county,5,may-15-2020
upper saddle river,bergen county,51,may-15-2020
waldwick,bergen county,130,may-15-2020
wallington,bergen county,158,may-15-2020
washington township,bergen county,98,may-15-2020
westwood,bergen county,191,may-15-2020
woodcliff lake,bergen county,118,may-15-2020
wood-ridge,bergen county,135,may-15-2020
wyckoff,bergen county,278,may-15-2020
other,bergen county,403,may-15-2020
absecon,atlantic county,128,may-16-2020
atlantic city,atlantic county,179,may-16-2020
brigantine,atlantic county,19,may-16-2020
buena,atlantic county,31,may-16-2020
buena vista township,atlantic county,25,may-16-2020
corbin city,atlantic county,1,may-16-2020
egg harbor city,atlantic county,22,may-16-2020
egg harbor township,atlantic county,208,may-16-2020
estell manor,atlantic county,7,may-16-2020
folsom,atlantic county,10,may-16-2020
galloway township,atlantic county,208,may-16-2020
hamilton township,atlantic county,118,may-16-2020
hammonton,atlantic county,272,may-16-2020
linwood,atlantic county,58,may-16-2020
longport,atlantic county,2,may-16-2020
margate city,atlantic county,17,may-16-2020
mullica township,atlantic county,19,may-16-2020
northfield,atlantic county,84,may-16-2020
pleasantville,atlantic county,158,may-16-2020
port republic,atlantic county,3,may-16-2020
somers point,atlantic county,34,may-16-2020
ventnor city,atlantic county,34,may-16-2020
weymouth township,atlantic county,10,may-16-2020
allendale,bergen county,61,may-16-2020
alpine,bergen county,22,may-16-2020
bergenfield,bergen county,762,may-16-2020
bogota,bergen county,168,may-16-2020
carlstadt,bergen county,97,may-16-2020
cliffside park,bergen county,458,may-16-2020
closter,bergen county,79,may-16-2020
cresskill,bergen county,105,may-16-2020
demarest,bergen county,46,may-16-2020
dumont,bergen county,292,may-16-2020
east rutherford,bergen county,133,may-16-2020
edgewater,bergen county,124,may-16-2020
elmwood park,bergen county,511,may-16-2020
emerson,bergen county,206,may-16-2020
englewood,bergen county,735,may-16-2020
englewood cliffs,bergen county,57,may-16-2020
fair lawn,bergen county,584,may-16-2020
fairview,bergen county,346,may-16-2020
fort lee,bergen county,439,may-16-2020
franklin lakes,bergen county,147,may-16-2020
garfield,bergen county,747,may-16-2020
glen rock,bergen county,114,may-16-2020
hackensack,bergen county,1235,may-16-2020
harrington park,bergen county,28,may-16-2020
hasbrouck heights,bergen county,199,may-16-2020
haworth,bergen county,35,may-16-2020
hillsdale,bergen county,115,may-16-2020
ho-ho-kus,bergen county,44,may-16-2020
leonia,bergen county,106,may-16-2020
little ferry,bergen county,190,may-16-2020
lodi,bergen county,641,may-16-2020
lyndhurst,bergen county,364,may-16-2020
mahwah,bergen county,253,may-16-2020
maywood,bergen county,224,may-16-2020
midland park,bergen county,84,may-16-2020
montvale,bergen county,74,may-16-2020
moonachie,bergen county,66,may-16-2020
new milford,bergen county,427,may-16-2020
north arlington,bergen county,266,may-16-2020
northvale,bergen county,58,may-16-2020
norwood,bergen county,70,may-16-2020
oakland,bergen county,215,may-16-2020
old tappan,bergen county,62,may-16-2020
oradell,bergen county,177,may-16-2020
palisades park,bergen county,242,may-16-2020
paramus,bergen county,991,may-16-2020
park ridge,bergen county,160,may-16-2020
