Municipal,County,Cases,Date
ramsey,bergen county,126,may-16-2020
ridgefield,bergen county,185,may-16-2020
ridgefield park,bergen county,258,may-16-2020
ridgewood,bergen county,290,may-16-2020
river edge,bergen county,132,may-16-2020
river vale,bergen county,109,may-16-2020
rochelle park,bergen county,160,may-16-2020
rockleigh,bergen county,132,may-16-2020
rutherford,bergen county,187,may-16-2020
saddle brook,bergen county,296,may-16-2020
saddle river,bergen county,73,may-16-2020
south hackensack,bergen county,59,may-16-2020
teaneck,bergen county,1028,may-16-2020
tenafly,bergen county,153,may-16-2020
teterboro,bergen county,6,may-16-2020
upper saddle river,bergen county,51,may-16-2020
waldwick,bergen county,130,may-16-2020
wallington,bergen county,156,may-16-2020
washington township,bergen county,98,may-16-2020
westwood,bergen county,193,may-16-2020
woodcliff lake,bergen county,117,may-16-2020
wood-ridge,bergen county,136,may-16-2020
wyckoff,bergen county,282,may-16-2020
bass river township,burlington county,6,may-16-2020
beverly,burlington county,16,may-16-2020
bordentown,burlington county,27,may-16-2020
bordentown township,burlington county,65,may-16-2020
burlington,burlington county,80,may-16-2020
burlington township,burlington county,357,may-16-2020
chesterfield township,burlington county,27,may-16-2020
cinnaminson township,burlington county,91,may-16-2020
delanco township,burlington county,35,may-16-2020
delran township,burlington county,109,may-16-2020
eastampton township,burlington county,47,may-16-2020
evesham township,burlington county,242,may-16-2020
fieldsboro,burlington county,6,may-16-2020
florence township,burlington county,76,may-16-2020
hainesport township,burlington county,30,may-16-2020
lumberton township,burlington county,101,may-16-2020
mansfield township,burlington county,54,may-16-2020
maple shade township,burlington county,194,may-16-2020
medford,burlington county,90,may-16-2020
medford lakes,burlington county,9,may-16-2020
moorestown,burlington county,228,may-16-2020
mount holly,burlington county,74,may-16-2020
mount laurel,burlington county,203,may-16-2020
new hanover township,burlington county,32,may-16-2020
north hanover township,burlington county,30,may-16-2020
palmyra,burlington county,38,may-16-2020
pemberton,burlington county,4,may-16-2020
pemberton township,burlington county,326,may-16-2020
riverside township,burlington county,64,may-16-2020
riverton,burlington county,5,may-16-2020
shamong township,burlington county,19,may-16-2020
southampton township,burlington county,52,may-16-2020
springfield township,burlington county,14,may-16-2020
tabernacle township,burlington county,20,may-16-2020
westampton township,burlington county,83,may-16-2020
willingboro township,burlington county,521,may-16-2020
woodland township,burlington county,223,may-16-2020
wrightstown,burlington county,7,may-16-2020
audubon,camden county,37,may-16-2020
audubon park,camden county,2,may-16-2020
barrington,camden county,29,may-16-2020
bellmawr,camden county,72,may-16-2020
berlin,camden county,32,may-16-2020
berlin township,camden county,17,may-16-2020
brooklawn,camden county,18,may-16-2020
camden,camden county,1298,may-16-2020
cherry hill,camden county,655,may-16-2020
chesilhurst,camden county,16,may-16-2020
clementon,camden county,44,may-16-2020
collingswood,camden county,52,may-16-2020
gibbsboro,camden county,4,may-16-2020
gloucester city,camden county,62,may-16-2020
gloucester township,camden county,383,may-16-2020
haddonfield,camden county,31,may-16-2020
haddon heights,camden county,17,may-16-2020
haddon township,camden county,62,may-16-2020
hi-nella,camden county,3,may-16-2020
laurel springs,camden county,13,may-16-2020
lawnside,camden county,24,may-16-2020
lindenwold,camden county,332,may-16-2020
magnolia,camden county,17,may-16-2020
merchantville,camden county,31,may-16-2020
mount ephraim,camden county,16,may-16-2020
oaklyn,camden county,20,may-16-2020
pennsauken township,camden county,421,may-16-2020
pine hill,camden county,73,may-16-2020
runnemede,camden county,47,may-16-2020
somerdale,camden county,34,may-16-2020
stratford,camden county,34,may-16-2020
voorhees township,camden county,307,may-16-2020
waterford township,camden county,35,may-16-2020
winslow township,camden county,343,may-16-2020
woodlynne,camden county,57,may-16-2020
avalon,cape may county,7,may-16-2020
cape may,cape may county,4,may-16-2020
dennis township,cape may county,46,may-16-2020
lower township,cape may county,161,may-16-2020
middle township,cape may county,80,may-16-2020
north wildwood,cape may county,9,may-16-2020
ocean city,cape may county,33,may-16-2020
sea isle city,cape may county,2,may-16-2020
stone harbor,cape may county,1,may-16-2020
upper township,cape may county,52,may-16-2020
west cape may,cape may county,3,may-16-2020
west wildwood,cape may county,3,may-16-2020
wildwood,cape may county,30,may-16-2020
wildwood crest,cape may county,10,may-16-2020
woodbine,cape may county,45,may-16-2020
bridgeton,cumberland county,417,may-16-2020
millville,cumberland county,267,may-16-2020
deerfield township,cumberland county,23,may-16-2020
commercial township,cumberland county,17,may-16-2020
fairfield township,cumberland county,39,may-16-2020
hopewell township,cumberland county,30,may-16-2020
lawrence township,cumberland county,27,may-16-2020
maurice river township,cumberland county,13,may-16-2020
upper deerfield township,cumberland county,51,may-16-2020
downe township,cumberland county,4,may-16-2020
greenwich township,cumberland county,3,may-16-2020
stow creek township,cumberland county,5,may-16-2020
vineland,cumberland county,578,may-16-2020
other,cumberland county,1,may-16-2020
belleville,essex county,900,may-16-2020
bloomfield,essex county,985,may-16-2020
caldwell,essex county,102,may-16-2020
cedar grove,essex county,380,may-16-2020
east orange,essex county,1701,may-16-2020
essex fells,essex county,18,may-16-2020
fairfield township,essex county,126,may-16-2020
glen ridge,essex county,35,may-16-2020
irvington,essex county,1241,may-16-2020
livingston,essex county,433,may-16-2020
maplewood,essex county,272,may-16-2020
millburn,essex county,132,may-16-2020
montclair,essex county,388,may-16-2020
newark,essex county,6529,may-16-2020
north caldwell,essex county,39,may-16-2020
nutley,essex county,456,may-16-2020
city of orange,essex county,814,may-16-2020
roseland,essex county,80,may-16-2020
south orange village,essex county,90,may-16-2020
verona,essex county,112,may-16-2020
west caldwell,essex county,196,may-16-2020
west orange,essex county,1074,may-16-2020
clayton,gloucester county,54,may-16-2020
deptford township,gloucester county,441,may-16-2020
east greenwich township,gloucester county,47,may-16-2020
elk township,gloucester county,26,may-16-2020
franklin township,gloucester county,63,may-16-2020
glassboro,gloucester county,90,may-16-2020
greenwich township,gloucester county,20,may-16-2020
harrison township,gloucester county,43,may-16-2020
logan township,gloucester county,31,may-16-2020
mantua township,gloucester county,69,may-16-2020
monroe township,gloucester county,205,may-16-2020
national park,gloucester county,13,may-16-2020
newfield,gloucester county,1,may-16-2020
paulsboro,gloucester county,45,may-16-2020
pitman,gloucester county,30,may-16-2020
south harrison township,gloucester county,21,may-16-2020
swedesboro,gloucester county,26,may-16-2020
washington township,gloucester county,246,may-16-2020
wenonah,gloucester county,12,may-16-2020
west deptford township,gloucester county,117,may-16-2020
westville,gloucester county,32,may-16-2020
woodbury,gloucester county,63,may-16-2020
woodbury heights,gloucester county,16,may-16-2020
woolwich township,gloucester county,75,may-16-2020
bayonne,hudson county,967,may-16-2020
east newark,hudson county,69,may-16-2020
guttenberg,hudson county,200,may-16-2020
harrison,hudson county,362,may-16-2020
hoboken,hudson county,540,may-16-2020
jersey city,hudson county,6390,may-16-2020
kearny,hudson county,1132,may-16-2020
north bergen,hudson county,2370,may-16-2020
secaucus,hudson county,509,may-16-2020
union city,hudson county,3157,may-16-2020
weehawken,hudson county,297,may-16-2020
west new york,hudson county,1960,may-16-2020
alexandria township,hunterdon county,9,may-16-2020
bethlehem township,hunterdon county,18,may-16-2020
bloomsbury,hunterdon county,5,may-16-2020
califon,hunterdon county,3,may-16-2020
delaware township,hunterdon county,16,may-16-2020
east amwell township,hunterdon county,13,may-16-2020
flemington,hunterdon county,55,may-16-2020
franklin township,hunterdon county,13,may-16-2020
frenchtown,hunterdon county,6,may-16-2020
glen gardner,hunterdon county,5,may-16-2020
hampton,hunterdon county,8,may-16-2020
high bridge,hunterdon county,19,may-16-2020
holland township,hunterdon county,21,may-16-2020
kingwood township,hunterdon county,15,may-16-2020
lambertville,hunterdon county,21,may-16-2020
lebanon,hunterdon county,14,may-16-2020
lebanon township,hunterdon county,14,may-16-2020
milford,hunterdon county,4,may-16-2020
raritan township,hunterdon county,143,may-16-2020
readington township,hunterdon county,62,may-16-2020
stockton,hunterdon county,0,may-16-2020
tewksbury township,hunterdon county,19,may-16-2020
union township,hunterdon county,153,may-16-2020
west amwell township,hunterdon county,16,may-16-2020
east windsor township,mercer county,497,may-16-2020
ewing township,mercer county,509,may-16-2020
hamilton township,mercer county,1217,may-16-2020
hightstown,mercer county,123,may-16-2020
hopewell,mercer county,5,may-16-2020
hopewell township,mercer county,76,may-16-2020
lawrence township,mercer county,286,may-16-2020
pennington,mercer county,11,may-16-2020
princeton,mercer county,147,may-16-2020
robbinsville township,mercer county,79,may-16-2020
trenton,mercer county,1981,may-16-2020
west windsor township,mercer county,164,may-16-2020
carteret,middlesex county,601,may-16-2020
cranbury,middlesex county,43,may-16-2020
dunellen,middlesex county,181,may-16-2020
east brunswick,middlesex county,606,may-16-2020
edison,middlesex county,1646,may-16-2020
helmetta,middlesex county,35,may-16-2020
highland park,middlesex county,140,may-16-2020
jamesburg,middlesex county,113,may-16-2020
metuchen,middlesex county,113,may-16-2020
middlesex,middlesex county,211,may-16-2020
milltown,middlesex county,73,may-16-2020
monroe township,middlesex county,666,may-16-2020
new brunswick,middlesex county,1533,may-16-2020
north brunswick,middlesex county,822,may-16-2020
old bridge township,middlesex county,969,may-16-2020
perth amboy,middlesex county,2045,may-16-2020
piscataway,middlesex county,785,may-16-2020
plainsboro township,middlesex county,144,may-16-2020
sayreville,middlesex county,658,may-16-2020
south amboy,middlesex county,165,may-16-2020
south brunswick,middlesex county,438,may-16-2020
south plainfield,middlesex county,478,may-16-2020
south river,middlesex county,262,may-16-2020
spotswood,middlesex county,90,may-16-2020
woodbridge township,middlesex county,1732,may-16-2020
aberdeen township,monmouth county,216,may-16-2020
allenhurst,monmouth county,5,may-16-2020
allentown,monmouth county,7,may-16-2020
asbury park,monmouth county,180,may-16-2020
atlantic highlands,monmouth county,30,may-16-2020
avon-by-the-sea,monmouth county,12,may-16-2020
belmar,monmouth county,29,may-16-2020
bradley beach,monmouth county,42,may-16-2020
brielle,monmouth county,27,may-16-2020
colts neck township,monmouth county,73,may-16-2020
deal,monmouth county,24,may-16-2020
eatontown,monmouth county,249,may-16-2020
englishtown,monmouth county,39,may-16-2020
fair haven,monmouth county,23,may-16-2020
farmingdale,monmouth county,13,may-16-2020
freehold borough,monmouth county,357,may-16-2020
freehold township,monmouth county,597,may-16-2020
hazlet,monmouth county,253,may-16-2020
highlands,monmouth county,25,may-16-2020
holmdel township,monmouth county,227,may-16-2020
howell township,monmouth county,582,may-16-2020
interlaken,monmouth county,2,may-16-2020
keansburg,monmouth county,160,may-16-2020
keyport,monmouth county,85,may-16-2020
lake como,monmouth county,16,may-16-2020
little silver,monmouth county,34,may-16-2020
loch arbour,monmouth county,1,may-16-2020
long branch,monmouth county,429,may-16-2020
manalapan township,monmouth county,436,may-16-2020
manasquan,monmouth county,30,may-16-2020
marlboro township,monmouth county,422,may-16-2020
matawan,monmouth county,173,may-16-2020
middletown township,monmouth county,602,may-16-2020
millstone township,monmouth county,80,may-16-2020
monmouth beach,monmouth county,19,may-16-2020
neptune city,monmouth county,54,may-16-2020
neptune township,monmouth county,427,may-16-2020
ocean township,monmouth county,269,may-16-2020
oceanport,monmouth county,57,may-16-2020
red bank,monmouth county,173,may-16-2020
roosevelt,monmouth county,6,may-16-2020
rumson,monmouth county,32,may-16-2020
sea bright,monmouth county,10,may-16-2020
sea girt,monmouth county,13,may-16-2020
shrewsbury,monmouth county,49,may-16-2020
shrewsbury township,monmouth county,9,may-16-2020
spring lake,monmouth county,13,may-16-2020
spring lake heights,monmouth county,17,may-16-2020
tinton falls,monmouth county,181,may-16-2020
